"Term","GO","id","level"
"cargo receptor complex","cellular_component","GO:0062137",NA
"camera-type eye photoreceptor cell development","biological_process","GO:0062139",NA
"hyphae septin collar","cellular_component","GO:0062140",NA
"nuclear exosome targeting complex","cellular_component","GO:0062141",NA
"L-beta-ethynylserine biosynthetic process","biological_process","GO:0062142",NA
"L-propargylglycine biosynthetic process","biological_process","GO:0062143",NA
"L-propargylglycine synthase activity","molecular_function","GO:0062144",NA
"L-propargylglycine--L-glutamate ligase activity","molecular_function","GO:0062145",NA
"4-chloro-allylglycine synthase activity","molecular_function","GO:0062146",NA
"L-lysine 4-chlorinase activity","molecular_function","GO:0062147",NA
"L-gamma-glutamyl-L-propargylglycine hydroxylase activity","molecular_function","GO:0062148",NA
"detection of stimulus involved in sensory perception of pain","biological_process","GO:0062149",NA
"amorpha-4,11-diene 12-monooxygenase activity","molecular_function","GO:0062150",NA
"catalase complex","cellular_component","GO:0062151",NA
"mRNA (cytidine-5-)-methyltransferase activity","molecular_function","GO:0062152",NA
"C5-methylcytidine-containing RNA binding","molecular_function","GO:0062153",NA
"N6-mAMP deaminase activity","molecular_function","GO:0062154",NA
"curli secretion complex","cellular_component","GO:0062155",NA
"mitochondrial ATP-gated potassium channel activity","molecular_function","GO:0062156",NA
"mitochondrial ATP-gated potassium channel complex","cellular_component","GO:0062157",NA
"chloride:proton antiporter activity","molecular_function","GO:0062158",NA
"contractile vacuole complex","cellular_component","GO:0062159",NA
"spongiome","cellular_component","GO:0062160",NA
"regulation of pyocyanine biosynthetic process","biological_process","GO:0062161",NA
"positive regulation of pyocyanine biosynthetic process","biological_process","GO:0062162",NA
"pseudohyphal septin ring assembly","biological_process","GO:0062163",NA
"regulation of pseudohyphal septin ring assembly","biological_process","GO:0062164",NA
"positive regulation of pseudohyphal septin ring assembly","biological_process","GO:0062165",NA
"negative regulation of pseudohyphal septin ring assembly","biological_process","GO:0062166",NA
"complement component C1q complex","cellular_component","GO:0062167",NA
"negative regulation of plus-end directed microtubule sliding","biological_process","GO:0062168",NA
"regulation of plus-end directed microtubule sliding","biological_process","GO:0062169",NA
"lutein metabolic process","biological_process","GO:0062170",NA
"lutein biosynthetic process","biological_process","GO:0062171",NA
"lutein catabolic process","biological_process","GO:0062172",NA
"brexanolone metabolic process","biological_process","GO:0062173",NA
"brexanolone biosynthetic process","biological_process","GO:0062174",NA
"brexanolone catabolic process","biological_process","GO:0062175",NA
"R-loop disassembly","biological_process","GO:0062176",NA
"radial spoke assembly","biological_process","GO:0062177",NA
"vitamin D 23-hydroxylase activity","molecular_function","GO:0062179",NA
"25-hydroxycholecalciferol-23-hydroxylase activity","molecular_function","GO:0062180",NA
"1-alpha,25-dihydroxyvitamin D3 23-hydroxylase activity","molecular_function","GO:0062181",NA
"all-trans retinoic acid 4-hydrolase activity","molecular_function","GO:0062182",NA
"all-trans retinoic acid 18-hydroxylase activity","molecular_function","GO:0062183",NA
"testosterone 16-beta-hydroxylase activity","molecular_function","GO:0062184",NA
"secalciferol 1-monooxygenase activity","molecular_function","GO:0062185",NA
"anandamide epoxidase activity","molecular_function","GO:0062186",NA
"anandamide 8,9 epoxidase activity","molecular_function","GO:0062187",NA
"anandamide 11,12 epoxidase activity","molecular_function","GO:0062188",NA
"anandamide 14,15 epoxidase activity","molecular_function","GO:0062189",NA
"galactoxylomannan biosynthetic process","biological_process","GO:0062191",NA
"L-rhamnose mutarotase activity","molecular_function","GO:0062192",NA
"D-ribose pyranase activity","molecular_function","GO:0062193",NA
"cytoplasmic microtubule minus-end","cellular_component","GO:0062194",NA
"microtubule bundle maintenance","biological_process","GO:0062195",NA
"regulation of lysosome size","biological_process","GO:0062196",NA
"cellular response to chemical stress","biological_process","GO:0062197",NA
"obsolete rDNA replication pause site heterochromatin","cellular_component","GO:0062198",NA
"chromosome, centromeric inner repeat region","cellular_component","GO:0062199",NA
"RAM/MOR signaling pathway","biological_process","GO:0062200",NA
"actin wave","cellular_component","GO:0062201",NA
"Labd-13(16),14-diene-9-ol synthase activity","molecular_function","GO:0062202",NA
"Viteagnusin D synthase activity","molecular_function","GO:0062203",NA
"(13S)-vitexifolin A synthase activity","molecular_function","GO:0062204",NA
"miltiradiene synthase activity","molecular_function","GO:0062205",NA
"manoyl oxide synthase activity","molecular_function","GO:0062206",NA
"regulation of pattern recognition receptor signaling pathway","biological_process","GO:0062207",NA
"positive regulation of pattern recognition receptor signaling pathway","biological_process","GO:0062208",NA
"spatial regulation of meiotic DNA double-strand break formation involved in reciprocal meiotic recombination","biological_process","GO:0062209",NA
"shoot regeneration","biological_process","GO:0062210",NA
"root regeneration","biological_process","GO:0062211",NA
"regulation of mitotic DNA replication initiation from early origin","biological_process","GO:0062212",NA
"peroxynitrite isomerase activity","molecular_function","GO:0062213",NA
"regulation of somatic muscle development","biological_process","GO:0062223",NA
"positive regulation of somatic muscle development","biological_process","GO:0062224",NA
"negative regulation of somatic muscle development","biological_process","GO:0062225",NA
"regulation of adult somatic muscle development","biological_process","GO:0062226",NA
"positive regulation of adult somatic muscle development","biological_process","GO:0062227",NA
"negative regulation of adult somatic muscle development","biological_process","GO:0062228",NA
"regulation of larval somatic muscle development","biological_process","GO:0062229",NA
"negative regulation of larval somatic muscle development","biological_process","GO:0062230",NA
"positive regulation of larval somatic muscle development","biological_process","GO:0062231",NA
"prostanoid catabolic process","biological_process","GO:0062232",NA
"F2-isoprostane catabolic process","biological_process","GO:0062233",NA
"platelet activating factor catabolic process","biological_process","GO:0062234",NA
"axonemal basal plate assembly","biological_process","GO:0062235",NA
"ionocyte differentiation","biological_process","GO:0062236",NA
"protein localization to postsynapse","biological_process","GO:0062237",NA
"Smp focus","cellular_component","GO:0062238",NA
"heterochromatin-nuclear membrane anchor activity","molecular_function","GO:0062239",NA
"euchromatin-nuclear membrane anchor activity","molecular_function","GO:0062240",NA
"double strand break-nuclear membrane anchor activity","molecular_function","GO:0062241",NA
"double membrane vesicle viral factory membrane","cellular_component","GO:0062242",NA
"double membrane vesicle viral factory outer membrane","cellular_component","GO:0062243",NA
"double membrane vesicle viral factory lumen","cellular_component","GO:0062244",NA
"double membrane vesicle viral factory inner membrane","cellular_component","GO:0062245",NA
"exocytic vesicle lumen","cellular_component","GO:0062246",NA
"chloroplast vesicle","cellular_component","GO:0062247",NA
"cleistothecium formation","biological_process","GO:0062248",NA
"specification of axis polarity","biological_process","GO:0065001",5
"specification of axis polarity","biological_process","GO:0065001",6
"intracellular protein transmembrane transport","biological_process","GO:0065002",7
"protein-containing complex assembly","biological_process","GO:0065003",5
"protein-DNA complex assembly","biological_process","GO:0065004",6
"protein-DNA complex assembly","biological_process","GO:0065004",7
"protein-lipid complex assembly","biological_process","GO:0065005",6
"biological regulation","biological_process","GO:0065007",2
"regulation of biological quality","biological_process","GO:0065008",3
"regulation of molecular function","biological_process","GO:0065009",3
"extracellular membrane-bounded organelle","cellular_component","GO:0065010",4
"aspartic-type peptidase activity","molecular_function","GO:0070001",6
"glutamic-type peptidase activity","molecular_function","GO:0070002",6
"threonine-type peptidase activity","molecular_function","GO:0070003",6
"cysteine-type exopeptidase activity","molecular_function","GO:0070004",7
"cysteine-type aminopeptidase activity","molecular_function","GO:0070005",8
"metalloaminopeptidase activity","molecular_function","GO:0070006",8
"glutamic-type endopeptidase activity","molecular_function","GO:0070007",7
"serine-type exopeptidase activity","molecular_function","GO:0070008",6
"serine-type aminopeptidase activity","molecular_function","GO:0070009",8
"oligopeptidase activity","molecular_function","GO:0070012",5
"intracellular organelle lumen","cellular_component","GO:0070013",4
"sucrase-isomaltase complex","cellular_component","GO:0070014",6
"sucrase-isomaltase complex","cellular_component","GO:0070014",5
"armadillo repeat domain binding","molecular_function","GO:0070016",5
"alphav-beta3 integrin-thrombospondin complex","cellular_component","GO:0070017",7
"alphav-beta3 integrin-thrombospondin complex","cellular_component","GO:0070017",5
