,null_mock_1,null_mock_2,null_IR_1,null_IR_2,wt_IR_1,wt_IR_2,wt_IR_3,wt_IR_4,wt_mock_1,wt_mock_2,wt_mock_3,wt_mock_4
  VMN1R18,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R180,0,0,0,0,0,2,0,0,0,0,0,0
  VMN1R181,0,0,0,0,0,2,0,0,0,0,0,0
  VMN1R183,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R184,0,0,0,0,1,0,0,0,0,0,0,0
  VMN1R185,0,0,0,0,0,2,0,0,0,0,0,0
  VMN1R186,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R188,0,0,0,0,1,2,0,0,0,0,0,0
  VMN1R189,0,0,0,0,0,0,0,1,0,0,0,0
  VMN1R19,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R190-PS,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R191,0,0,0,0,1,1,0,0,0,0,0,0
  VMN1R192,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R193,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R194,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R195,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R196,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R197,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R198,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R199,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R2,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R20,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R200,0,0,0,0,1,1,0,0,0,0,0,0
  VMN1R201,0,0,0,0,2,0,0,0,0,0,0,0
  VMN1R202,0,0,0,0,0,1,0,1,0,0,0,0
  VMN1R203,0,0,0,0,2,0,0,0,0,0,0,0
  VMN1R204,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R205,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R206,0,0,0,0,1,2,0,0,0,0,0,0
  VMN1R207-PS,0,0,0,0,1,1,0,0,0,0,0,0
  VMN1R208,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R209,0,0,0,0,2,0,0,0,0,0,0,0
  VMN1R21,0,0,0,0,0,1,0,0,2,0,0,1
  VMN1R210,0,0,0,0,0,0,0,1,0,0,0,0
  VMN1R211,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R212,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R213,4,2,3,7,2,3,0,0,1,2,1,7
  VMN1R214,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R215,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R216,0,0,0,0,1,0,0,0,0,0,0,0
  VMN1R217,1,0,0,0,0,1,0,0,0,0,0,0
  VMN1R218,0,0,0,0,2,0,0,1,0,0,0,0
  VMN1R219,0,0,0,0,0,4,0,0,0,0,0,0
  VMN1R22,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R220,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R221,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R222,0,0,0,0,3,0,0,0,0,0,0,0
  VMN1R223,0,0,0,0,1,0,0,0,0,0,0,0
  VMN1R224,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R225,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R226,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R228,0,0,0,0,2,0,0,0,0,0,0,0
  VMN1R229,0,0,0,0,2,1,0,0,0,0,0,0
  VMN1R23,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R230,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R231,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R232,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R233,0,0,0,0,2,2,0,0,0,0,0,0
  VMN1R234,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R235,0,0,0,1,0,1,0,0,0,0,0,0
  VMN1R236,0,0,0,0,2,0,0,0,0,0,0,1
  VMN1R237,0,0,0,0,0,0,1,0,0,0,0,0
  VMN1R238,0,0,0,2,0,0,0,0,0,0,0,0
  VMN1R239-PS,0,0,0,0,2,0,0,0,0,0,0,0
  VMN1R24,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R25,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R26,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R27,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R28,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R29,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R3,1,0,0,0,0,0,0,0,0,0,0,0
  VMN1R30,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R31,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R32,6,13,23,10,6,8,14,11,20,10,12,9
  VMN1R33,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R34,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R35,0,0,0,0,0,2,0,0,0,0,0,0
  VMN1R36,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R37,0,0,0,0,1,0,0,1,0,0,0,0
  VMN1R38,0,0,0,0,0,0,0,1,0,0,0,0
  VMN1R39,0,0,0,0,0,0,0,0,1,0,0,0
  VMN1R4,27,20,28,21,26,26,27,23,26,26,17,19
  VMN1R40,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R41,0,0,0,0,0,2,0,0,0,0,0,0
  VMN1R42,0,0,0,0,3,0,0,0,0,0,0,0
  VMN1R43,0,0,0,0,0,3,0,0,0,0,0,0
  VMN1R44,0,0,0,0,1,5,0,0,0,0,0,0
  VMN1R45,0,0,0,1,3,6,0,0,0,0,0,0
  VMN1R46,0,0,0,1,0,1,0,0,0,0,0,0
  VMN1R47,0,0,0,0,2,0,0,0,0,0,0,0
  VMN1R48,0,0,0,0,0,1,0,1,0,0,0,0
  VMN1R49,0,0,0,0,1,0,0,0,0,0,0,0
  VMN1R5,1,0,0,0,0,1,0,1,0,0,0,0
  VMN1R50,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R51,0,0,0,0,2,0,0,0,0,0,0,0
  VMN1R52,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R53,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R54,0,1,0,0,1,0,0,0,0,0,0,0
  VMN1R55,0,0,1,1,2,6,4,2,0,0,0,0
  VMN1R56,0,0,4,1,4,8,2,0,0,0,0,0
  VMN1R57,0,0,0,0,1,1,0,1,0,0,0,0
  VMN1R58,2582,2248,1430,2080,2022,1959,1787,2086,2427,2487,1774,2729
  VMN1R59,0,0,0,0,1,1,0,0,0,0,0,0
  VMN1R6,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R60,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R61,178,131,90,127,176,145,97,72,122,152,111,159
  VMN1R62,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R63,9,7,6,15,7,24,6,8,9,7,10,13
  VMN1R64,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R65,174,156,146,202,214,210,149,170,209,177,117,184
  VMN1R66,0,0,0,1,2,1,0,2,0,0,0,0
  VMN1R67,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R68,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R69,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R7,0,0,0,0,2,1,0,0,0,0,0,0
  VMN1R70,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R71,0,0,0,0,0,2,0,1,0,0,0,0
  VMN1R72,0,0,0,0,6,1,0,0,0,0,0,0
  VMN1R73,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R74,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R75,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R76,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R77,0,0,0,0,0,3,0,0,0,0,0,0
  VMN1R78,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R79,0,1,0,0,3,0,0,0,0,0,0,1
  VMN1R8,0,0,0,1,0,0,0,0,0,0,0,0
  VMN1R80,0,0,0,0,2,0,0,0,0,0,0,0
  VMN1R81,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R82,0,0,0,0,1,0,0,0,0,0,0,0
  VMN1R83,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R84,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R85,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R86,0,0,0,0,0,0,0,0,0,0,1,0
  VMN1R87,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R88,0,0,0,0,0,1,0,0,0,0,0,0
  VMN1R89,0,0,0,0,1,0,0,0,0,0,0,1
  VMN1R9,0,0,0,0,0,0,1,0,0,0,0,0
  VMN1R90,0,0,0,0,0,2,0,0,0,0,0,0
  VMN1R91,0,0,0,0,1,0,0,0,0,0,0,0
  VMN1R93,0,0,0,0,0,0,0,0,0,0,0,0
  VMN1R94,0,0,0,0,1,1,0,0,0,0,0,0
  VMN1R95,0,0,0,0,0,3,0,0,0,0,0,0
  VMN2R-PS10,0,0,0,0,2,1,0,0,0,0,0,0
  VMN2R-PS104,12,8,19,16,9,8,3,7,14,3,4,9
  VMN2R-PS11,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS114,44,47,39,50,41,29,21,27,46,57,29,52
  VMN2R-PS115,0,0,0,0,2,0,0,0,0,0,0,0
  VMN2R-PS116,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS117,1,0,1,1,1,3,0,0,0,0,1,2
  VMN2R-PS118,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R-PS119,1,0,0,0,0,1,0,0,1,0,0,0
  VMN2R-PS12,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS120,0,0,0,0,0,0,0,0,0,0,1,0
  VMN2R-PS121,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS122,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS123,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS124,0,0,0,0,0,1,0,1,0,0,0,0
  VMN2R-PS125,0,0,0,0,2,1,0,0,0,0,0,0
  VMN2R-PS126,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS127,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS128,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS129,0,0,0,0,0,5,0,0,0,0,0,0
  VMN2R-PS13,0,0,0,0,1,1,0,0,0,0,0,0
  VMN2R-PS130,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS131,0,0,0,1,0,0,0,1,0,0,0,0
  VMN2R-PS132,0,0,1,1,0,1,0,0,0,0,0,0
  VMN2R-PS133,0,0,0,0,2,3,0,1,0,0,0,0
  VMN2R-PS134,0,0,0,0,3,2,0,2,0,0,0,0
  VMN2R-PS139,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS149,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS15,0,0,0,0,2,3,0,2,0,0,0,0
  VMN2R-PS159,0,0,1,0,2,3,0,0,0,0,0,0
  VMN2R-PS16,0,0,0,0,2,3,0,2,0,0,0,0
  VMN2R-PS17,0,0,0,1,0,0,0,0,0,1,1,1
  VMN2R-PS18,0,0,0,0,2,5,1,0,0,0,0,0
  VMN2R-PS19,0,0,0,0,1,1,0,0,0,0,0,0
  VMN2R-PS2,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS20,1,0,0,0,0,0,0,0,0,1,1,0
  VMN2R-PS21,1,0,1,0,0,3,0,0,0,0,0,0
  VMN2R-PS23,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS24,0,0,1,2,2,5,0,1,0,1,0,2
  VMN2R-PS25,0,0,0,1,1,7,1,1,0,1,0,1
  VMN2R-PS26,0,0,0,1,0,1,0,0,1,0,0,0
  VMN2R-PS3,1,3,6,9,5,8,2,3,2,5,3,2
  VMN2R-PS31,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS32,0,0,0,0,1,2,0,0,0,0,0,0
  VMN2R-PS33,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R-PS34,0,0,0,0,1,1,0,0,0,0,0,0
  VMN2R-PS36,0,0,0,0,1,0,0,0,0,0,0,0
  VMN2R-PS37,0,0,0,0,2,0,0,0,0,0,0,0
  VMN2R-PS38,0,0,0,1,1,0,0,0,0,0,0,0
  VMN2R-PS4,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS40,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS41,0,2,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS42,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS43,0,0,1,0,0,2,2,0,0,0,0,0
  VMN2R-PS44,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS45,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS46,0,0,0,0,0,0,0,0,0,0,0,1
  VMN2R-PS47,0,0,0,0,2,0,0,0,0,0,0,0
  VMN2R-PS49,0,0,0,1,2,2,0,0,0,0,0,0
  VMN2R-PS5,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R-PS51,1,0,0,0,0,0,0,2,0,0,0,0
  VMN2R-PS52,0,0,0,0,0,3,0,0,0,0,0,0
  VMN2R-PS53,0,0,0,0,4,4,0,1,0,0,0,0
  VMN2R-PS54,32,32,21,30,41,50,36,22,30,43,29,37
  VMN2R-PS55,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS56,0,0,0,0,4,1,0,1,1,0,0,0
  VMN2R-PS57,0,0,0,1,0,2,0,1,0,0,0,0
  VMN2R-PS58,0,0,0,0,1,1,0,0,0,0,0,0
  VMN2R-PS59,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS6,0,0,0,0,1,0,0,1,0,0,0,0
  VMN2R-PS60,0,0,0,0,0,0,1,1,0,0,0,0
  VMN2R-PS61,1,0,0,0,1,0,0,0,0,0,0,0
  VMN2R-PS62,1,0,0,0,1,0,0,0,0,0,0,0
  VMN2R-PS64,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS65,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS66,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS67,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS68,0,0,0,0,2,0,0,0,0,0,0,0
  VMN2R-PS69,0,0,0,0,1,1,0,0,0,0,0,0
  VMN2R-PS7,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS70,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS72,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS73,0,0,0,0,0,0,0,1,0,0,0,0
  VMN2R-PS74,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R-PS75,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS76,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS77,0,0,0,0,1,0,0,0,0,0,0,0
  VMN2R-PS78,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R-PS79,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS8,0,0,0,0,2,1,0,0,0,0,0,0
  VMN2R-PS80,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS81,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R-PS82,0,0,0,0,1,0,0,0,0,1,0,0
  VMN2R-PS83,1,0,0,1,0,3,0,0,0,2,1,0
  VMN2R-PS84,0,0,0,0,0,3,0,0,0,0,0,0
  VMN2R-PS85,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R-PS86,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R-PS87,0,0,0,0,2,1,0,0,0,0,0,0
  VMN2R-PS88,6,4,1,3,4,1,1,0,1,2,0,3
  VMN2R-PS89,1,3,3,0,3,3,5,2,0,0,0,0
  VMN2R-PS9,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R-PS94,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R1,0,4,3,4,3,5,1,2,0,2,3,4
  VMN2R10,29,22,8,17,21,15,7,14,31,42,14,24
  VMN2R100,0,0,0,0,3,0,0,0,0,0,0,0
  VMN2R101,0,0,0,0,3,1,0,1,0,0,0,0
  VMN2R102,0,0,0,0,1,2,0,0,0,0,0,0
  VMN2R103,0,0,0,0,2,0,0,0,0,0,0,0
  VMN2R104,0,0,0,0,1,1,0,0,0,0,0,0
  VMN2R105,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R106,0,0,0,0,0,0,0,1,0,0,0,0
  VMN2R107,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R108,0,0,0,1,1,0,0,0,0,0,0,0
  VMN2R109,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R11,0,0,0,2,0,0,0,0,0,0,0,0
  VMN2R110,2,2,1,1,2,0,0,2,0,3,2,4
  VMN2R111,0,0,0,0,0,3,0,0,0,0,0,0
  VMN2R112,0,0,0,0,2,0,0,0,0,0,0,0
  VMN2R113,0,0,0,0,0,3,0,0,0,0,0,0
  VMN2R114,0,0,0,0,0,0,0,2,0,0,0,0
  VMN2R115,0,0,0,0,2,1,0,0,0,0,0,0
  VMN2R116,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R117,1,0,0,0,4,2,0,2,0,0,0,0
  VMN2R118,1,0,0,0,0,1,0,0,0,1,0,0
  VMN2R12,0,0,0,0,2,3,0,0,0,0,0,0
  VMN2R120,2,0,0,1,0,1,0,1,0,0,0,0
  VMN2R121,0,0,0,2,3,2,0,0,0,0,0,0
  VMN2R122,0,0,0,0,2,2,0,1,0,0,0,0
  VMN2R124,0,0,0,0,0,3,0,1,0,1,0,0
  VMN2R125,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R13,0,0,0,0,2,3,0,0,0,0,0,0
  VMN2R14,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R15,0,1,0,0,1,1,0,0,0,0,0,0
  VMN2R16,0,0,0,0,1,1,0,0,0,1,0,1
  VMN2R17,0,0,0,0,1,0,0,0,0,0,0,0
  VMN2R18,0,2,0,6,1,1,0,0,2,1,3,1
  VMN2R19,0,0,0,0,1,2,0,0,0,0,0,0
  VMN2R2,2,0,0,0,1,3,0,3,0,0,0,1
  VMN2R20,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R21,0,0,0,1,3,8,0,0,0,0,0,0
  VMN2R22,0,0,0,1,3,0,0,0,0,0,0,0
  VMN2R23,0,0,0,0,3,2,0,0,0,0,0,0
  VMN2R24,0,0,0,0,1,1,0,0,0,0,0,0
  VMN2R25,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R26,2,2,0,0,2,2,6,0,2,0,0,0
  VMN2R27,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R28,1,1,0,1,1,2,1,0,0,0,0,0
  VMN2R29,125,110,96,161,166,150,74,128,139,161,107,143
  VMN2R3,0,0,0,0,0,0,1,0,0,0,0,0
  VMN2R30,2,1,9,10,10,11,2,1,2,0,1,2
  VMN2R31,0,0,0,2,8,4,0,0,0,0,1,0
  VMN2R32,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R33,0,0,0,0,2,0,0,0,0,0,0,0
  VMN2R34,0,0,0,0,3,0,0,2,2,0,0,0
  VMN2R35,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R36,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R37,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R38,0,0,0,0,0,2,0,0,0,2,0,0
  VMN2R39,0,0,0,2,3,7,0,0,0,0,1,0
  VMN2R4,0,0,0,0,2,3,0,0,0,0,0,0
  VMN2R40,0,0,0,0,1,3,0,0,0,0,0,0
  VMN2R41,0,0,0,2,6,0,0,2,0,0,0,0
  VMN2R42,0,1,3,2,3,6,1,1,2,0,1,0
  VMN2R43,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R44,0,3,6,6,0,6,4,4,0,0,1,0
  VMN2R45,0,0,0,0,0,5,0,1,1,0,0,0
  VMN2R46,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R47,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R48,0,0,0,0,0,3,0,0,0,0,0,0
  VMN2R49,0,0,0,0,2,3,0,0,0,0,0,0
  VMN2R5,0,0,0,0,2,3,0,0,0,0,0,0
  VMN2R50,0,0,0,0,2,2,0,0,0,0,0,0
  VMN2R51,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R52,1,1,1,0,2,2,0,0,0,0,0,1
  VMN2R53,0,1,0,0,0,5,0,0,0,0,0,0
  VMN2R54,0,0,0,0,4,0,0,0,0,0,0,0
  VMN2R55,557,512,309,409,981,934,497,774,644,710,497,502
  VMN2R56,0,0,0,2,0,2,0,0,0,0,0,0
  VMN2R57,6,9,4,19,8,8,7,12,8,5,1,7
  VMN2R58,0,0,0,0,1,2,0,0,0,0,0,0
  VMN2R59,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R6,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R60,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R61,0,0,0,0,1,2,0,0,0,0,0,0
  VMN2R62,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R63,0,0,0,0,2,0,0,0,0,0,0,0
  VMN2R65,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R66,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R67,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R68,0,0,0,0,4,3,0,0,0,0,0,0
  VMN2R69,15,13,15,19,42,48,16,23,14,9,13,12
  VMN2R7,0,0,0,0,7,2,0,0,0,0,0,0
  VMN2R70,0,0,0,0,1,0,0,0,0,0,0,0
  VMN2R71,0,0,0,0,1,1,0,0,0,0,0,0
  VMN2R72,0,0,0,0,1,0,0,0,0,0,0,0
  VMN2R73,0,0,0,0,2,1,0,0,0,0,0,0
  VMN2R74,0,0,0,0,1,2,0,0,0,0,0,0
  VMN2R75,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R76,0,0,0,0,0,0,0,0,0,0,0,0
  VMN2R77,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R78,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R79,0,1,0,0,0,1,0,2,0,0,0,0
  VMN2R8,0,0,0,0,1,0,0,1,0,0,0,0
  VMN2R80,0,0,0,0,1,0,0,0,0,0,0,0
  VMN2R81,0,1,0,0,2,1,0,0,0,0,0,0
  VMN2R82,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R83,0,0,0,0,1,0,1,0,0,2,0,0
  VMN2R84,245,224,500,411,194,236,121,120,274,309,192,249
  VMN2R85,3,6,20,26,8,23,3,2,8,4,0,7
  VMN2R86,2,0,0,3,2,4,1,0,0,0,0,0
  VMN2R87,1,0,3,0,5,3,1,4,0,0,0,0
  VMN2R88,28,21,23,9,55,38,7,13,33,40,21,25
  VMN2R89,0,0,0,0,0,0,1,1,0,1,0,0
  VMN2R9,0,0,0,0,5,2,0,0,0,1,0,0
  VMN2R90,0,0,0,0,1,3,0,0,0,0,0,0
  VMN2R91,1,0,0,1,1,0,0,0,0,0,0,0
  VMN2R92,0,0,0,0,0,2,0,0,0,0,0,0
  VMN2R93,0,0,0,0,0,1,0,0,0,0,0,0
  VMN2R94,0,1,0,0,0,0,0,0,0,0,0,0
  VMN2R95,0,0,0,1,0,0,0,0,0,0,0,0
  VMN2R96,111,57,39,47,60,53,68,62,70,83,81,92
  VMN2R97,20,13,24,4,23,30,19,10,30,25,31,18
  VMN2R98,3,2,2,2,1,0,0,2,1,4,4,4
  VMN2R99,0,0,0,0,1,2,0,1,0,0,0,0
  VMO1,0,0,1,1,1,2,0,1,1,1,0,0
  VMP1,2067,1713,2919,3335,1388,1002,1994,2071,2686,2021,1730,1648
  VNN1,0,0,0,0,1,2,0,0,1,0,0,0
  VNN3,173,107,44,105,77,44,74,51,211,211,145,127
  VOPP1,653,732,346,624,1674,1211,1972,2247,872,732,594,768
  VPRBP,2774,2463,4813,5271,2136,1710,2871,3028,3113,2619,2013,2584
  VPREB1,5,9,4,6,3,2,1,4,11,9,2,9
  VPREB2,0,0,0,0,0,0,0,0,1,0,0,0
  VPREB3,1207,1374,465,458,106,84,154,195,1093,861,622,1231
  VPS11,2068,1912,2292,2392,1359,1020,1706,1792,2315,2093,1550,2046
  VPS13A,8735,7965,7891,8337,4140,3121,5171,5296,9753,8308,6708,7784
  VPS13B,16254,14316,12730,14508,8878,6692,11094,11337,17435,15513,11495,14598
  VPS13C,5002,3993,2540,3552,3512,2614,4651,4730,5161,4922,3533,4293
  VPS13D,15541,13214,13425,16492,11234,9412,12360,12980,16425,15048,10646,15363
  VPS16,3905,3549,4682,5604,2825,2345,3881,4194,4453,3720,2758,3463
  VPS18,1387,1187,1247,1496,1040,764,1127,1388,1389,1157,928,1444
  VPS25,1221,1274,1534,2176,1237,724,1423,1776,1737,1276,991,1115
  VPS26A,1795,1644,1945,2026,1012,617,985,1006,2192,1659,1506,1680
  VPS26B,537,448,448,463,926,704,1206,1353,659,555,469,467
  VPS29,1632,1408,1743,2175,882,656,1127,1143,1841,1563,1222,1519
  VPS33A,2647,2306,2736,3328,2047,1500,2161,2550,3103,2588,1941,2489
  VPS33B,1820,1555,2535,2961,1516,1225,2026,1876,1641,1563,1232,1737
  VPS35,5983,5252,6794,6957,2918,2191,3819,3762,6788,5627,4788,5499
  VPS36,1748,1612,1439,1774,1724,1220,2298,2481,1911,1578,1205,1565
  VPS37A,2235,2064,2221,2416,1363,988,1599,1670,2629,2420,1769,2123
  VPS37B,1052,988,1227,927,1073,1212,1460,1509,1251,985,881,1203
  VPS37C,491,447,427,458,358,247,323,370,610,537,365,521
  VPS37D,6,6,2,7,5,11,9,13,6,7,1,5
  VPS39,3520,3126,2805,3485,2142,1695,2244,2560,3705,3315,2569,3374
  VPS41,3257,3154,2651,3495,3064,2187,4554,5068,3954,3301,2746,2843
  VPS45,795,712,869,961,681,453,887,928,1010,806,621,752
  VPS4A,1654,1641,2230,2311,1034,675,1259,1372,1943,1523,1275,1377
  VPS4B,4336,4218,5296,6932,3428,2468,3845,4071,5459,4259,3576,4275
  VPS50,3118,2667,3943,4000,1997,1732,2541,2343,3217,3016,2282,3088
  VPS51,1500,1364,1414,1684,916,643,1280,1497,1548,1353,1011,1323
  VPS52,1797,1751,1758,2244,1278,969,1399,1526,2133,1752,1298,2057
  VPS53,1538,1382,1540,2015,1348,978,1408,1482,2110,1786,1273,1780
  VPS54,4833,4930,3891,3894,1839,1390,2284,2197,5422,4488,3515,4458
  VPS72,1501,1301,1785,2165,1129,851,1196,1421,1841,1459,1030,1391
  VPS8,2823,2388,2636,3138,1956,1511,2857,3100,2822,2631,2020,2762
  VPS9D1,1279,1063,878,1008,750,579,790,896,1166,1151,773,1193
  VRK1,1920,1701,1754,2014,1102,761,1490,1552,2256,1931,1491,1788
  VRK2,1665,1458,1290,1691,1196,772,1336,1410,1944,1505,1318,1472
  VRK3,2324,2054,1347,1577,1038,806,1172,1274,2510,2277,1571,2361
  VRTN,1,0,0,0,7,6,0,1,0,0,0,0
  VSIG1,0,1,0,0,1,3,1,1,1,0,2,0
  VSIG10,306,261,207,352,258,230,252,192,348,286,212,316
  VSIG10L,121,94,66,123,92,59,73,68,150,113,91,125
